year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2014,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap1en346308,tx,37,30038,black,black,hopper motorplex inc,15750,14200,Wed Feb 04 2015 02:15:00 GMT-0800 (PST)
2005,Audi,A6,3.2 quattro,sedan,automatic,waudg74f55n107377,wi,26,94847,blue,gray,knauz continental autos inc,6775,6000,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2002,BMW,7 Series,745Li,Sedan,automatic,wbagn63422dr07343,fl,19,172571,gray,gray,east coast financial,1775,3200,Fri Jan 16 2015 01:25:00 GMT-0800 (PST)
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,,1fbss3blxeda85865,sc,36,31000,black,gray,enterprise veh exchange/rental,24100,24100,Thu May 28 2015 02:15:00 GMT-0700 (PDT)
2006,Jeep,Grand Cherokee,Laredo,SUV,,1j4gr48k76c202241,pa,28,86834,brown,beige,r hollenshead auto sales inc,7750,7700,Fri Feb 20 2015 09:00:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SE,Minivan,,2c4rdgbg7er350379,on,45,28306,white,black,fca canada inc,20400,21000,Tue May 26 2015 05:00:00 GMT-0700 (PDT)
2013,Ford,Escape,SE,suv,automatic,1fmcu0g9xdua35399,fl,43,66028,white,gray,dtg operations inc,12450,12600,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
2011,Nissan,Pathfinder,LE,SUV,automatic,5n1ar1nn0bc600048,fl,47,79571,silver,black,tmt auto wholesale inc,15450,15500,Fri Feb 06 2015 01:30:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a77dg147474,az,45,28386,gray,tan,repo remarketing/vantage west credit union,13350,14100,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2011,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap2bl652897,fl,37,54132,blue,gray,hyundai of new port richey,8125,8600,Thu Jan 15 2015 01:50:00 GMT-0800 (PST)
2015,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb7f7117711,il,4,9392,blue,black,gm remarketing,14150,16000,Thu May 28 2015 04:00:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cc140332,fl,43,28933,blue,gray,nissan-infiniti lt,13100,12600,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2014,Ford,Fusion Hybrid,SE,Sedan,automatic,3fa6p0lu3er152176,pa,4,60866,white,black,ge fleet services for itself/servicer,15050,14800,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2006,Mercedes-Benz,C-Class,C230 Sport,Sedan,automatic,wdbrf52h16f780875,ca,35,94723,gray,gray,infiniti of van nuys,6375,7400,Wed Feb 25 2015 04:15:00 GMT-0800 (PST)
2012,Hyundai,Tucson,Limited,SUV,automatic,km8ju3ac9cu528096,ca,35,37756,black,black,skyhigh remarketing inc,14950,16000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Toyota,Highlander,SE,SUV,automatic,5tdbk3eh6ds202265,oh,41,15262,silver,—,toyota financial services,28700,29200,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2015,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl5h6xfb021727,il,34,2,white,gray,american honda motor company,30500,30000,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2012,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1et1cfc25630,ut,42,68784,gold,tan,excell auto center,22300,21300,Wed Feb 11 2015 03:30:00 GMT-0800 (PST)
2010,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek6au553941,fl,19,100301,white,gray,circle auto wholesalers,8600,6900,Wed May 13 2015 03:30:00 GMT-0700 (PDT)
2014,Ford,Escape,S,SUV,automatic,1fmcu0f70eua11808,pa,46,27296,gray,black,ford motor credit company llc,14400,14800,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
2005,Audi,A8,L quattro,Sedan,,wauml44e45n012973,ca,25,120404,silver,—,first credit finance,7275,6400,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2009,BMW,X5,xDrive48i,suv,,5uxfe83579l170724,pa,4,55655,gray,black,r hollenshead auto sales inc,22300,22000,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
2009,BMW,3 Series,328i,sedan,automatic,wbaph77589nl82549,fl,27,72136,black,beige,braman honda of palm beach,12200,12400,Wed Jun 17 2015 17:00:00 GMT-0700 (PDT)
2010,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp8al437539,az,27,91853,gray,black,remarketing by ge/flagship credit acceptance,4825,4600,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
2014,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap9ec175061,tn,49,20267,—,tan,nissan north america inc.,15800,17800,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2013,Porsche,911,Carrera 4S,Convertible,automatic,wp0cb2a94ds156780,ca,44,19094,white,black,high bid trading co inc,86000,86000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2012,Ford,Escape,XLT,SUV,automatic,1fmcu9d76ckc34046,nj,4,58265,blue,black,ford motor credit company llc,13900,14700,Wed Mar 04 2015 01:00:00 GMT-0800 (PST)
2004,Saab,9-3,Linear,Sedan,automatic,ys3fb49s941027173,ca,2,1,gray,gray,axcess financial,4300,500,Wed Jan 14 2015 07:10:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Sport,suv,automatic,1c4bjwdg6dl671483,fl,43,11848,black,black,braman motors,27300,26400,Thu Jun 04 2015 02:40:00 GMT-0700 (PDT)
2012,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee2cc780473,fl,35,29632,blue,gray,world omni financial corporation,11000,11400,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2004,,,,,automatic,jm1fe17n940134966,tx,26,70747,gray,black,onemain rem/tovi auto sales,4475,3100,Fri May 15 2015 04:00:00 GMT-0700 (PDT)
2012,Acura,TL,Base,sedan,,19uua8f26ca037902,pa,35,31381,white,black,ahfc/honda lease/trust/hvt  inc. eot acuras,18150,18000,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
2013,Lexus,ES 350,Base,Sedan,automatic,jthbk1gg7d2023750,nc,24,33919,red,beige,hendrick lexus northlake,26800,23000,Wed Feb 11 2015 06:00:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja2cr320839,fl,44,60265,white,tan,hertz remarketing,10600,10500,Tue Jan 20 2015 01:15:00 GMT-0800 (PST)
2012,Nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap4cl741338,mo,43,32738,—,black,nissan-infiniti lt,9950,11100,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2006,Chevrolet,Silverado 2500HD,LT3,Crew Cab,automatic,1gchk23d76f162799,mn,19,174580,black,gray,ford-lincoln dealer program,16550,14000,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzag3en129401,tx,39,14339,black,black,chrysler capital,13000,14100,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee4dp151475,ga,3,46637,red,black,enterprise vehicle exchange / tra / rental / tulsa,10850,9100,Thu May 14 2015 05:30:00 GMT-0700 (PDT)
2000,GMC,Yukon Denali,Denali,SUV,automatic,1gkek63r4yr206205,ca,19,141912,gray,gray,meridian remarketing,2150,1000,Wed May 06 2015 05:30:00 GMT-0700 (PDT)
2012,Mercedes-Benz,GLK-Class,GLK350 4MATIC,SUV,automatic,wdcgg8hb0cf741923,ca,48,19563,silver,black,mercedes-benz usa,27900,26000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2012,Jeep,Wrangler,Sport,SUV,manual,1c4gjwag2cl225081,ny,47,23154,orange,black,hometown motors inc,20900,22400,Wed Mar 04 2015 01:45:00 GMT-0800 (PST)
2005,Dodge,Sprinter Cargo,2500 High Roof 140 WB,van,automatic,wd2pd644755747574,ut,28,174679,white,black,ge fleet services for itself/servicer,4325,4000,Wed Jun 03 2015 04:30:00 GMT-0700 (PDT)
2008,Toyota,Camry Solara,SLE V6,Convertible,automatic,4t1fa38p68u147580,fl,33,40933,red,gray,palm beach motor cars,12200,15200,Thu Feb 26 2015 01:15:00 GMT-0800 (PST)
2013,Ford,Escape,SEL,SUV,automatic,1fmcu9h92dud88268,tn,35,35008,—,gray,ford-lincoln dealer program,19550,17200,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
2007,Dodge,Durango,SLT,SUV,automatic,1d8hd48n07f512221,ca,28,137784,black,gray,kearny pearson kia,4750,4400,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
2012,Nissan,Altima,3.5 SR,Sedan,automatic,1n4bl2ap8cc139390,tn,37,34246,gray,black,wholesale inc # 2,15100,15500,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,SV,Sedan,automatic,3n1ab7ap1dl661387,va,24,58352,gray,black,the hertz corporation,9200,9100,Thu May 28 2015 02:20:00 GMT-0700 (PDT)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb3dn627660,fl,37,31393,red,beige,santander consumer,11150,10800,Wed Jan 28 2015 01:05:00 GMT-0800 (PST)
2012,Chevrolet,Malibu,LS,Sedan,automatic,1g1zb5e02cf254035,mi,44,49862,silver,gray,gm financial leasing,10150,10600,Thu Feb 26 2015 01:30:00 GMT-0800 (PST)
2011,Volvo,XC70,T6,Wagon,automatic,yv4902bz8b1102140,or,41,105731,black,black,lithia chrysler jeep dodge,15250,16000,Tue Jan 13 2015 04:30:00 GMT-0800 (PST)
2005,Chrysler,Town and Country,Base,Minivan,automatic,1c4gp45r45b370565,wi,19,143526,blue,gray,honor finance,1550,1000,Wed Apr 22 2015 03:00:00 GMT-0700 (PDT)
2011,Ford,Escape,XLT,SUV,,1fmcu0d7xbka24298,on,31,95721,blue,black,canadian road leasing co & ford credit canda ltd,9350,9000,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2007,Ford,Mustang,Deluxe,Coupe,,1zvft80n475275148,fl,25,187996,blue,black,remarketing by ge/summit financial corp,3650,3100,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2004,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7hu18n44s511577,ut,19,90833,blue,gray,remarketing by ge/america first credit union,8450,6700,Wed Jan 14 2015 03:30:00 GMT-0800 (PST)
2009,GMC,Sierra 1500,SLT,Crew Cab,automatic,2gtek333191131267,mo,49,63502,silver,gray,woodhouse chevrolet,23600,24300,Tue Jan 20 2015 03:00:00 GMT-0800 (PST)
2000,Volkswagen,New Beetle,GLX 1.8T,hatchback,manual,3vwdd21c1ym461451,ga,19,123422,silver,black,nalley toyota of roswell,1325,1300,Tue Jun 09 2015 06:00:00 GMT-0700 (PDT)
2008,Lincoln,MKX,Base,SUV,automatic,2lmdu68c58bj02511,tx,34,1,black,black,san antonio fcu,15550,7600,Wed May 06 2015 03:05:00 GMT-0700 (PDT)
2010,Cadillac,CTS,Luxury,Sedan,automatic,1g6dg5eg1a0105148,mi,27,36425,silver,black,automobiles paille inc,16600,15900,Thu Feb 19 2015 01:30:00 GMT-0800 (PST)
2003,Honda,Civic,LX,Coupe,automatic,1hgem22503l024995,ga,15,147880,silver,black,automobile acceptance corp,2450,2300,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2012,Ford,Escape,Limited,SUV,automatic,1fmcu0eg0ckb55384,ca,35,45035,gray,beige,ford motor credit company llc pd,15450,14100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,,4t1bf1fk7eu407234,pa,45,16477,gray,gray,toyota motor sales usa inc/program,15050,14800,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2013,Kia,Forte,EX,Sedan,automatic,knafu4a25d5732720,tx,46,45071,red,gray,kia motors finance,9200,9500,Wed Jan 07 2015 10:30:00 GMT-0800 (PST)
2011,Ford,F-250 Super Duty,Lariat,SuperCab,automatic,1ft7x2b67bec19289,oh,44,45058,purple,black,pauley motor car co preowned vehicles llc,27300,29900,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2005,Pontiac,Grand Prix,Base,Sedan,automatic,2g2wp522851136913,fl,19,137625,burgundy,black,nextgear capital,3200,2400,Tue Mar 03 2015 10:00:00 GMT-0800 (PST)
2013,Chevrolet,Malibu,LTZ,Sedan,automatic,1g11h5sa5df266903,ga,36,43458,beige,black,henderson chev buick pont gmc,14150,15300,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap0dn515636,tn,39,59513,black,black,dollar thrifty auto group/faao,12150,12200,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,sedan,automatic,1n4al2ap3cn518636,ca,4,34459,gray,black,nissan-infiniti lt,11600,12000,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
2006,BMW,X5,4.4i,SUV,automatic,5uxfb53586lv25368,ca,19,139740,white,beige,santander consumer,6325,4900,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
2006,Cadillac,CTS,Base,Sedan,automatic,1g6dm57t960203824,fl,29,80510,black,gray,santander consumer,6675,6300,Wed Mar 04 2015 01:05:00 GMT-0800 (PST)
2014,Ford,Escape,Titanium,SUV,automatic,1fmcu9j92euc54033,mi,36,32850,gray,black,avis budget group,14300,14100,Thu Jun 04 2015 02:00:00 GMT-0700 (PDT)
2004,Dodge,Neon,SXT,Sedan,automatic,1b3es56c24d602395,oh,43,23992,burgundy,black,bobb automotive inc,2700,1600,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2014,BMW,X1,xDrive28i,suv,automatic,wbavl1c51evy18810,ca,46,14037,white,black,financial services remarketing (lease),25800,27250,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2004,Chevrolet,Tahoe,LS,SUV,automatic,1gnek13z14r188939,sc,1,209444,beige,tan,check into cash inc.,3950,1900,Thu Dec 18 2014 10:15:00 GMT-0800 (PST)
2012,Mitsubishi,i-MiEV,ES,hatchback,automatic,ja3215h11cu024545,il,4,22623,burgundy,black,ally,5375,5000,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT)
2009,Nissan,Versa,1.8 SL,Hatchback,automatic,3n1bc13e69l448937,ca,38,113153,blue,black,guard auto sales,4075,5500,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2009,Audi,A4,2.0T Premium Avant quattro,Wagon,automatic,waugf78k89a167447,wa,46,90140,white,black,lexus of bellevue,11350,14000,Wed Feb 04 2015 05:20:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,TDI,Sedan,automatic,3vwll7ajxdm364561,ca,42,27361,black,black,skyhigh remarketing inc,15900,17000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Hyundai,Sonata,Limited,Sedan,,5npeu46c69h483528,tn,4,93654,gray,gray,wholesale inc # 2,7025,8500,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2012,Honda,Accord,LX-P,Sedan,automatic,1hgcp2f45ca052366,ca,42,46058,silver,black,ahfc/honda lease trust/hvt  inc. eot,11850,13200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7cm622494,ca,34,39917,black,black,nissan infiniti lt,23100,22000,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2008,Chrysler,Town and Country,Touring,Minivan,automatic,2a8hr54p78r702081,nc,42,144088,white,gray,santander consumer,4750,5000,Mon Jan 19 2015 01:30:00 GMT-0800 (PST)
2006,Pontiac,Grand Prix,Base,Sedan,automatic,2g2wp552161108058,fl,28,140569,white,black,car now acceptance co,2725,1500,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2010,Dodge,Caliber,SXT Fleet,Wagon,automatic,1b3cb4ha8ad552241,fl,,54574,red,black,jerry ulm dodge chrysler jeep,7550,8900,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cc173188,il,37,24181,black,gray,nissan-infiniti lt,12600,12400,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2008,Mazda,Mazda5,Touring,Minivan,automatic,jm1cr293x80311653,il,,68895,black,—,scott tyler auto sales inc,6175,7600,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Ford,F-250 Super Duty,Lariat,crew cab,automatic,1ftsw21r48ec74672,tx,19,159379,black,tan,westlake financial services,16450,15700,Tue Jun 09 2015 03:30:00 GMT-0700 (PDT)
2013,Chrysler,200,Limited,Sedan,automatic,1c3ccbcg5dn724255,mi,44,23859,white,beige,chrysler capital,12900,12200,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
2013,Kia,Optima,LX,sedan,automatic,5xxgm4a7xdg225410,ma,34,51931,silver,gray,the hertz corporation,10950,10500,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2004,Ford,Ranger,Edge,Regular Cab,manual,1ftyr10u24pa95501,va,33,115490,gray,gray,ourismans rockmont chevrolet,4125,3900,Thu Feb 19 2015 01:35:00 GMT-0800 (PST)
2012,Ford,F-250 Super Duty,XLT,SuperCab,,1ft7x2b61cec44772,pa,49,35003,red,beige,adcock brothers inc,24700,25750,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2008,Kia,Sorento,LX,SUV,automatic,kndjd735385859753,tx,23,125386,white,gray,td auto finance,3900,3200,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2012,Ford,Explorer,XLT,SUV,automatic,1fmhk8d89cga97590,nj,37,52965,white,black,ford motor credit company llc,21600,23400,Wed May 27 2015 02:00:00 GMT-0700 (PDT)
2012,Chevrolet,Malibu,LT,Sedan,automatic,1g1zc5eu5cf105537,nc,39,74734,gold,black,united fcu,8825,9300,Tue Jan 06 2015 01:15:00 GMT-0800 (PST)
2012,Ford,Focus,SEL,Hatchback,automatic,1fahp3m27cl253871,nj,42,33802,red,white,ford motor credit company llc,10850,11700,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg1er324263,fl,4,21043,silver,black,hertz corporation/gdp,19250,19300,Mon Feb 16 2015 04:30:00 GMT-0800 (PST)
2007,GMC,Sierra 1500 Classic,SL2,Crew Cab,automatic,2gtec13v871140838,ca,27,59208,black,gray,m l sim,12350,12600,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2003,Nissan,Altima,3.5 SE,Sedan,automatic,1n4bl11d63c106095,ga,,118421,green,beige,college park scooters,2525,2800,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,Sedan,,3fahp0jg0cr320780,pa,37,70300,silver,black,the hertz corporation,9925,9500,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2004,Mercury,Grand Marquis,LS Premium,Sedan,automatic,2mehm75w74x616880,mi,21,120432,silver,gray,credit acceptance corp/vrs/southfield,3175,2200,Thu Feb 19 2015 01:30:00 GMT-0800 (PST)
2006,Chevrolet,Silverado 1500,LT3,Crew Cab,automatic,2gcek13t861132626,tx,27,199190,black,—,fairway ford henderson,6825,5400,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
2011,Ford,Edge,Sport,SUV,automatic,2fmdk3ak4bba22240,fl,19,66890,black,—,remarketing by ge/dade county fcu,20700,15500,Fri May 29 2015 02:15:00 GMT-0700 (PDT)
2012,Lexus,IS 250,Base,Sedan,automatic,jthbf5c29c2102132,fl,35,30964,black,black,lexus financial services,22000,24000,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap3cm700631,fl,42,30654,white,black,nissan infiniti lt,18000,18400,Wed Mar 04 2015 01:00:00 GMT-0800 (PST)
2014,Nissan,Altima,2.5 S,Sedan,,1n4al3ap2ec194096,tn,48,28145,white,gray,nissan north america inc.,15550,14600,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Rubicon,SUV,automatic,1c4hjwfg8dl664400,mo,5,19145,black,black,marion motors llc,37700,35700,Tue Jan 27 2015 03:00:00 GMT-0800 (PST)
2007,Chrysler,Sebring,Touring,Sedan,automatic,1c3lc56r57n504598,ca,18,108248,black,gray,repo remarketing/whatcom educational credit unio,3950,1500,Wed Mar 04 2015 03:00:00 GMT-0800 (PST)
2011,Chrysler,Town and Country,Touring,minivan,automatic,2a4rr5dg6br674836,tx,41,70287,silver,black,ken camp's auto world inc,11350,11400,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep8dc228626,mn,34,48649,red,black,hertz car exchange inc/oklahoma city,11750,11100,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2014,Lincoln,MKS,Base,Sedan,automatic,1lnhl9dk3eg605585,tx,39,13548,white,brown,ford motor credit company,25300,26000,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2013,Toyota,Tacoma,PreRunner V6,Double Cab,automatic,3tmju4gn2dm147442,fl,48,28518,white,gray,andrew thomas motorcars,24400,23200,Thu Feb 19 2015 01:50:00 GMT-0800 (PST)
2013,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,automatic,5tdkk3dc9ds303029,ma,38,35635,silver,gray,boch new to you superstore,19350,18300,Tue Feb 17 2015 02:00:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,3n1cn7ap4dl864953,tn,35,53336,black,black,the hertz corporation,9025,8600,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2014,Chevrolet,Sonic,LT,Sedan,automatic,1g1jc5sh8e4190800,il,4,9789,white,black,gm remarketing,11350,11400,Tue Mar 10 2015 03:00:00 GMT-0700 (PDT)
2013,Lincoln,MKZ,Base,Sedan,automatic,3ln6l2g96dr804645,il,34,17644,black,black,avis budget group,21400,20500,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2009,Hyundai,Accent,GLS,Sedan,,kmhcm46c29u380468,pr,29,60021,gray,gray,oriental bank,4800,3700,Thu Jan 15 2015 03:30:00 GMT-0800 (PST)
2003,Toyota,Sequoia,SR5,SUV,,5tdbt44a23s189990,pa,47,110683,gold,tan,crossroad motors llc,5925,8500,Fri Feb 06 2015 01:15:00 GMT-0800 (PST)
2013,Dodge,Journey,SE,SUV,automatic,3c4pdcab2dt733373,in,48,44438,blue,tan,santander consumer,11800,12400,Thu Jan 22 2015 02:10:00 GMT-0800 (PST)
2009,Kia,Rio,Base,Sedan,automatic,knade223096465312,pr,3,79152,blue,gray,oriental bank,3150,3700,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2014,Hyundai,Santa Fe Sport,Sport 2.0T,SUV,automatic,5xyzw3la2eg143674,ca,47,25575,silver,black,donlen corporation,23400,23200,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk3eu765334,tn,45,14968,red,black,the hertz corporation,16750,16900,Wed Dec 31 2014 10:30:00 GMT-0800 (PST)
2006,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gr48k06c332779,nj,35,90898,silver,gray,wells fargo financial acceptance,7100,7300,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
1999,Volkswagen,Jetta,GLX VR6 (1999.5),Sedan,automatic,3vwte29m1xm091901,nc,2,105542,black,beige,hendrick mini,875,1400,Wed Jan 07 2015 14:30:00 GMT-0800 (PST)
2008,Chevrolet,Malibu,LT,Sedan,automatic,1g1zj57bx8f191758,ga,2,117996,silver,black,rick hendrick chevrolet,5725,5500,Tue Feb 03 2015 05:00:00 GMT-0800 (PST)
2014,Ford,F-150,XL,regular cab,,1ftnf1cf1ekd47682,pa,43,5538,white,gray,u-haul,17750,18800,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew3eda19576,ca,39,6036,white,gray,u-haul,20400,19800,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap6cn457394,ca,46,43588,—,black,enterprise fleet management exchange  inc.,11450,11700,Thu Jan 29 2015 03:30:00 GMT-0800 (PST)
2004,Chevrolet,Tahoe,LS,SUV,automatic,1gnek13z14r108572,nv,35,111817,beige,tan,unique autos,8425,9100,Fri Feb 20 2015 03:45:00 GMT-0800 (PST)
2011,Ram,2500,Laramie Longhorn Edition,Crew Cab,,3d7ut2cl3bg519820,ga,19,118723,white,gray,wells fargo dealer services,21900,17000,Thu Feb 12 2015 02:00:00 GMT-0800 (PST)
2014,Jeep,Patriot,Latitude,SUV,automatic,1c4njpfb9ed502316,mi,48,26631,silver,black,jpmorgan chase bank n.a.,13600,13100,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2014,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwd17aj3em411909,ca,49,4469,gray,black,vw credit prequalified,13600,15500,Thu May 21 2015 05:30:00 GMT-0700 (PDT)
2008,Chevrolet,Avalanche,LT,Crew Cab,automatic,3gnec12018g164243,mi,34,122973,blue,black,gm financial,12100,10500,Thu May 28 2015 02:30:00 GMT-0700 (PDT)
2014,Subaru,Legacy,2.5i Premium PZEV,Sedan,automatic,4s3bmbc61e3035841,wa,49,13200,silver,black,subaru of america,18000,22200,Wed Mar 04 2015 05:30:00 GMT-0800 (PST)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb7dn656238,fl,44,56963,gray,—,dtg operations inc,9575,9600,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2007,Toyota,Corolla,S,Sedan,automatic,1nxbr32ex7z929636,ca,34,99475,silver,black,billion dodge chrysler jeep,5700,7100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac4dh596254,ga,28,59285,silver,gray,gm financial,11000,9900,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2010,Nissan,Cube,1.8 SL,Wagon,,jn8az2kr0at152950,wi,22,65612,white,gray,credit acceptance corp/vrs/southfield,7900,7600,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LS Fleet,sedan,automatic,2g1wf5e39d1195429,fl,19,54332,silver,black,the hertz corporation,9025,7500,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
2005,,,,,automatic,1fmzu73k65ua85052,nc,35,223125,blue,gray,crossroads ford lincoln of southern pines inc,875,2300,Mon Feb 02 2015 00:31:00 GMT-0800 (PST)
2008,Ford,Escape,XLT,SUV,automatic,1fmcu93198ka26358,nc,29,79396,white,gray,capital ford lincoln of wilmington,7675,7700,Mon Jan 26 2015 01:00:00 GMT-0800 (PST)
2012,Ford,F-150,King Ranch,SuperCrew,automatic,1ftfw1et0ckd42106,pa,43,37834,black,brown,contemporary motorcar ltd,33400,32200,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2005,GMC,Envoy,SLE,suv,automatic,1gkds13sx52205971,ga,43,111008,silver,gray,automobile acceptance corp,4150,3900,Thu Jun 18 2015 03:00:00 GMT-0700 (PDT)
